Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2022,Anne Arundel Co. Public Schools,"Key Code Media, Inc",91502,66547.6,,
2022,Anne Arundel Co. Public Schools,KEY SYSTEMS INC,21162,48900.0,,
2022,Anne Arundel Co. Public Schools,KG TRUCK AND AUTO,21061,44853.37,,
2022,Anne Arundel Co. Public Schools,King Professional Development Services Inc,20721,30000.0,,
2022,Anne Arundel Co. Public Schools,KINSLEY CONSTRUCTION INC,17405,4357933.4,,
2022,Anne Arundel Co. Public Schools,Kinsley Steel Inc,17402,94970.55,,
2022,Anne Arundel Co. Public Schools,KOFFEL ASSOCIATES INC,21045-2107,26000.0,,
2022,Anne Arundel Co. Public Schools,KONE INC,21090,526038.41,,
2022,Anne Arundel Co. Public Schools,L & R ENTERPRISES Inc.,20781,329374.57,,
2022,Anne Arundel Co. Public Schools,L&W Supply Corporation,21227,43505.1,,
2022,Anne Arundel Co. Public Schools,LAB SCHOOL OF WASHINGTON,20007,50837.18,,
2022,Anne Arundel Co. Public Schools,Lakeshore Learning Materials LLC,90895,348414.37,,
2022,Anne Arundel Co. Public Schools,Landscape Supply Inc,20774,27520.0,,
2022,Anne Arundel Co. Public Schools,LANE'S BUS SERVICE INC,20776,1675242.62,,
2022,Anne Arundel Co. Public Schools,LANGE ELECTRIC CO INC,21230-2730,212896.51,,
2022,Anne Arundel Co. Public Schools,LEE'S ELECTRICAL CONTRACTING,21221,134453.83,,
2022,Anne Arundel Co. Public Schools,Legends of Learning Inc,20001,168393.0,,
2022,Anne Arundel Co. Public Schools,LEONARD PAPER COMPANY,21205-2986,86025.24,,
2022,Anne Arundel Co. Public Schools,"Leslie Deason DBA Capital Area Volleyball Officials, LLC",21012,33990.0,,
2022,Anne Arundel Co. Public Schools,LEXIA LEARNING SYSTEMS,01742,73607.0,,
2022,Anne Arundel Co. Public Schools,LIBRARY CORPORATION (THE),25428-9733,156835.9,,
2022,Anne Arundel Co. Public Schools,LIGHTSPEED TECHNOLOGIES,97062,3956006.0,,
2022,Anne Arundel Co. Public Schools,LINCOLN LIBRARY PRESS INC,44115,34320.0,,
2022,Anne Arundel Co. Public Schools,LINDENMEYR MUNROE,21113,41731.87,,
2022,Anne Arundel Co. Public Schools,LINWOOD CHILDRENS CENTER,21043,1339706.26,,
2022,Anne Arundel Co. Public Schools,Literacy Resources LLC DBA Heggerty Phonemic Awareness,60301,26769.25,,
2022,Anne Arundel Co. Public Schools,LOCUST LANE FARMS INC,20773,4407868.22,,
2022,Anne Arundel Co. Public Schools,LONERGAN'S CHARTER SERVICE INC,21108,5757187.1,,
2022,Anne Arundel Co. Public Schools,LORD BALTIMORE UNIFORM,21224,33442.0,,
2022,Anne Arundel Co. Public Schools,LORENZ LAWN AND LANDSCAPE INC,21208,590361.0,,
2022,Anne Arundel Co. Public Schools,"Lyons, Doughty & Veldhuis",08054,25062.54,,
2022,Anne Arundel Co. Public Schools,M3 Contracting LLC,19713,1890212.27,,
2022,Anne Arundel Co. Public Schools,MACKIN Book Company,55306,844301.37,,
2022,Anne Arundel Co. Public Schools,MAGGIO KATTAR NAHAJZER + ALEXANDER PC,20036,58697.24,,
2022,Anne Arundel Co. Public Schools,MAGOTHY TECHNOLOGY LLC,21060,74222.39,,
2022,Anne Arundel Co. Public Schools,MANSEF,21285,97609.75,,
2022,Anne Arundel Co. Public Schools,MANSFIELD OIL COMPANY,30501,295437.56,,
2022,Anne Arundel Co. Public Schools,MARTEL LABS INC,21286,78732.0,,
2022,Anne Arundel Co. Public Schools,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,52754.0,,
2022,Anne Arundel Co. Public Schools,"MARYLAND BASKETBALL OFFICIAL ASSOCIATION, INC.",20602,34667.0,,
2022,Anne Arundel Co. Public Schools,MARYLAND CENTERS FOR PSYCHIATRY PA,21043,75300.0,,
2022,Anne Arundel Co. Public Schools,MARYLAND ENVIRONMENTAL SERVICE,21108,446299.43,,
2022,Anne Arundel Co. Public Schools,MARYLAND HALL FOR THE CREATIVE ARTS,21401,58360.0,,
2022,Anne Arundel Co. Public Schools,MARYLAND SCHOOL FOR THE DEAF,21705-0250,38085.0,,
2022,Anne Arundel Co. Public Schools,Maryland State Education Association,21401,47452.38,,
2022,Anne Arundel Co. Public Schools,MARYLAND UNEMPLOYMENT INSURANCE FUND,21203-0084,113543.86,,
2022,Anne Arundel Co. Public Schools,MASTER CARE FLOORING INC,21229,106168.45,,
2022,Anne Arundel Co. Public Schools,MATH LEARNING CENTER,97309-0929,27666.1,,
2022,Anne Arundel Co. Public Schools,MAXIM HEALTHCARE SERVICES DBA Maxim Staffing Solutions,21046,143560.5,,
2022,Anne Arundel Co. Public Schools,MBG ENTERPRISES,21077,2282400.35,,
2022,Anne Arundel Co. Public Schools,MCDANIEL COLLEGE,21157,82500.0,,
2022,Anne Arundel Co. Public Schools,McGraw-Hill Education Inc,43218-2605,763042.18,,
2022,Anne Arundel Co. Public Schools,MD CHILD SUPPORT,21297-1396,432352.73,,
2022,Anne Arundel Co. Public Schools,MD DEPT OF HUMAN SERVICES,21201,59322.0,,
2022,Anne Arundel Co. Public Schools,MD STATE DEPT OF EDUCATION,21201,11435669.38,,
2022,Anne Arundel Co. Public Schools,MD STATE RETIREMENT SYSTEM,21201,87157686.32,,
2022,Anne Arundel Co. Public Schools,"Melillo Consulting, Inc.",08873,26198.0,,
2022,Anne Arundel Co. Public Schools,Metropolitan Life Insurance Company,10166,1500689.04,,
2022,Anne Arundel Co. Public Schools,MGM ELECTRICAL SYSTEMS INC,21403,383280.86,,
2022,Anne Arundel Co. Public Schools,Michael Brady DBA H. E. Brady Tree Service,21037,56575.0,,
2022,Anne Arundel Co. Public Schools,Michael David Vaughn,21029-1345,37761.4,,
2022,Anne Arundel Co. Public Schools,MICROSOFT CORPORATION,75039,169970.56,,
2022,Anne Arundel Co. Public Schools,Mid Atlantic Asphalt Inc,21090,71054.85,,
2022,Anne Arundel Co. Public Schools,"Midland Credit Management, Inc",22182,25594.12,,
2022,Anne Arundel Co. Public Schools,"MidPoint Technology Group, LLC",21076,519152.07,,
2022,Anne Arundel Co. Public Schools,MIDWEST Shop Supplies Inc,51102,28181.44,,
2022,Anne Arundel Co. Public Schools,MILLER FLOORING COMPANY INC,19382,92919.5,,
2022,Anne Arundel Co. Public Schools,Modular Genius Inc,21085,1454239.44,,
2022,Anne Arundel Co. Public Schools,Mohawk Lifts LLC,12010,103869.07,,
2022,Anne Arundel Co. Public Schools,Monarch Academy Public Charter School,21234,14045080.98,,
2022,Anne Arundel Co. Public Schools,Moseley Architects,22151,423989.28,,
2022,Anne Arundel Co. Public Schools,MOUNTAIN MANOR TREATMENT CTR.,21229,145678.44,,
2022,Anne Arundel Co. Public Schools,MT LIBRARY SERVICES INC,43064,40185.41,,
2022,Anne Arundel Co. Public Schools,MULLAN CONTRACTING COMPANY,21093,1600953.29,,
2022,Anne Arundel Co. Public Schools,Multi-Health Systems Inc (MHS),14120-2060,32034.42,,
2022,Anne Arundel Co. Public Schools,MURPHY & DITTENHAFER INC,21201,134104.47,,
2022,Anne Arundel Co. Public Schools,"Mursion, Inc",94115,45270.0,,
2022,Anne Arundel Co. Public Schools,MUSCO SPORTS LIGHTING,52577,961671.0,,
2022,Anne Arundel Co. Public Schools,"Myco Mechanical, Inc.",18969,856619.5,,
2022,Anne Arundel Co. Public Schools,"MYTHICS, INC",23462,197190.45,,
2022,Anne Arundel Co. Public Schools,NADA SCIENTIFIC LTD,12919,29750.0,,
2022,Anne Arundel Co. Public Schools,NAPA AUTO PARTS,21401,64389.31,,
2022,Anne Arundel Co. Public Schools,NASTOS CONSTRUCTION,20706,36640.53,,
2022,Anne Arundel Co. Public Schools,NATIONAL SUPPLY CO,20705,61864.69,,
2022,Anne Arundel Co. Public Schools,NAVIANCE DBA HOBSONS,45241,124135.91,,
2022,Anne Arundel Co. Public Schools,Navigate360 LLC,44286,85680.0,,
2022,Anne Arundel Co. Public Schools,Nearpod Inc,33004,39750.0,,
2022,Anne Arundel Co. Public Schools,Nepris Inc,78750,180000.0,,
2022,Anne Arundel Co. Public Schools,Netop,97209,34780.0,,
2022,Anne Arundel Co. Public Schools,NEWS-2-YOU,44839,567862.23,,
2022,Anne Arundel Co. Public Schools,Newsela Inc,10110,180000.0,,
2022,Anne Arundel Co. Public Schools,NEWSOM SEED INC,20759-0510,63042.5,,
2022,Anne Arundel Co. Public Schools,NICHOLAS P PIPINO & ASSOCIATE,20794,1894591.58,,
2022,Anne Arundel Co. Public Schools,NORTH COUNTY BUS CO INC,21060,339450.19,,
2022,Anne Arundel Co. Public Schools,NORTH POINT BUILDERS INC,21224,5906133.76,,
2022,Anne Arundel Co. Public Schools,NORTHBAY,21901,27065.0,,
2022,Anne Arundel Co. Public Schools,NorthStar Contracting Group,21227,338243.0,,
2022,Anne Arundel Co. Public Schools,NOTRE DAME UNIVERSITY OF MARYLAND,21210,173415.0,,
2022,Anne Arundel Co. Public Schools,OAK CONTRACTING L.L.C.,21286,1221562.68,,
2022,Anne Arundel Co. Public Schools,ODP Business Solutions LLC,28201-1413,26327.89,,
2022,Anne Arundel Co. Public Schools,OFFICE DEPOT,21046,531300.84,,
2022,Anne Arundel Co. Public Schools,"PAPCO, iNC.",19014,2440245.08,,
2022,Anne Arundel Co. Public Schools,PARTITION PLUS INC,21047,82275.0,,
2022,Anne Arundel Co. Public Schools,Pasadena Forklift LLC,21226,40564.34,,
2022,Anne Arundel Co. Public Schools,PASADENA SIGNS,21226,40465.0,,
2022,Anne Arundel Co. Public Schools,PASCO SCIENTIFIC,95661-9011,54670.0,,
2022,Anne Arundel Co. Public Schools,PAULINE V JUBB REVOCABLE TRUST,21102-2026,37879.87,,
2022,Anne Arundel Co. Public Schools,"PayDirt, LLC",21037,223958.85,,
2022,Anne Arundel Co. Public Schools,PEARSON ASSESSMENTS NCS,55437,61659.94,,
2022,Anne Arundel Co. Public Schools,PEARSON CLINICAL ASSESSMENT,78259,59300.2,,
2022,Anne Arundel Co. Public Schools,PENNSYLVANIA DEPT OF REVENUE,17128-0405,35730.9,,
2022,Anne Arundel Co. Public Schools,PERFECTION LEARNING CORP,51546-1099,311693.75,,
2022,Anne Arundel Co. Public Schools,PERMA-BOUND BOOKS,62650,31575.22,,
2022,Anne Arundel Co. Public Schools,"Peroutka, Miller, Klima and Peters, P.A.",21122,64213.97,,
2022,Anne Arundel Co. Public Schools,PETROLEUM MANAGEMENT INC,21226,575095.01,,
2022,Anne Arundel Co. Public Schools,PHANTOM TECHNOLOGIES INC,02110,331887.35,,
2022,Anne Arundel Co. Public Schools,PHILLIPS PROGRAMS,22003,58797.07,,
2022,Anne Arundel Co. Public Schools,PHILLIPS WAY INC,21048,8907554.01,,
2022,Anne Arundel Co. Public Schools,PHOCUS DESIGNS,21122,49052.5,,
2022,Anne Arundel Co. Public Schools,PITNEY BOWES INC,15250,30283.44,,
2022,Anne Arundel Co. Public Schools,PowerSchool Group LLC,95630,1995847.78,,
2022,Anne Arundel Co. Public Schools,PRENTKE ROMICH CO,44691,57380.8,,
2022,Anne Arundel Co. Public Schools,PRICE MODERN LLC,21211,399500.13,,
2022,Anne Arundel Co. Public Schools,Priority Rental,19014,26344.0,,
2022,Anne Arundel Co. Public Schools,"Prismatic Services, Inc.",28204,101781.4,,
2022,Anne Arundel Co. Public Schools,PRO-ED Inc,78705-4248,25931.0,,
2022,Anne Arundel Co. Public Schools,PROFESSIONAL INTERPRETER,20708-1133,69266.0,,
2022,Anne Arundel Co. Public Schools,Progressive Systems LLC,77042,1833045.62,,
2022,Anne Arundel Co. Public Schools,PROJECT LEAD THE WAY INC,46250,114358.47,,
2022,Anne Arundel Co. Public Schools,PROQUEST INFORMATION & LEARNING,48106,103265.33,,
2022,Anne Arundel Co. Public Schools,QuaverEd Inc,37203,818667.5,,
2022,Anne Arundel Co. Public Schools,RAPTOR TECHNOLOGIES,77270,83565.0,,
2022,Anne Arundel Co. Public Schools,RE MICHEL CO INC,21401,36157.79,,
2022,Anne Arundel Co. Public Schools,RE WILSON & SONS INC,21032,3627235.59,,
2022,Anne Arundel Co. Public Schools,REALLY GOOD STUFF,06484,29802.45,,
2022,Anne Arundel Co. Public Schools,"Rebecca A. Herr, Trustee",38101,66762.35,,
2022,Anne Arundel Co. Public Schools,Rebecca Borlan DBA B+B Lab,21217,35000.0,,
2022,Anne Arundel Co. Public Schools,REGIONAL INSTITUTE FOR,21229,256738.75,,
2022,Anne Arundel Co. Public Schools,RELIABLE CONTRACTING CO INC,21054,1544923.34,,
2022,Anne Arundel Co. Public Schools,"Republic Services, Inc.",21230,391513.24,,
2022,Anne Arundel Co. Public Schools,"Ricoh USA, Inc",21230,3023784.34,,
2022,Anne Arundel Co. Public Schools,RIDDELL/ALL AMERICAN,44045,213959.9,,
2022,Anne Arundel Co. Public Schools,RIGHTSTAR INC,22182,103504.42,,
2022,Anne Arundel Co. Public Schools,"Riverside Assessments, LLC",60143,291421.98,,
2022,Anne Arundel Co. Public Schools,RJ MCCARVILLE ASSOC,19464,83000.0,,
2022,Anne Arundel Co. Public Schools,"ROBERT F. BEALL & SONS, INC.",21108,96235.0,,
2022,Anne Arundel Co. Public Schools,Robert Thomas,38101,52616.13,,
2022,Anne Arundel Co. Public Schools,"RoboNation, Inc.",22201,26767.0,,
2022,Anne Arundel Co. Public Schools,Rommel Construction LLC,21090,4408362.9,,
2022,Anne Arundel Co. Public Schools,ROSEN PUBLISHING GROUP (THE),10010,129289.97,,
2022,Anne Arundel Co. Public Schools,Rutherford Supply Corporation,20794,427351.7,,
2022,Anne Arundel Co. Public Schools,S E DAVIS CONSTRUCTION,20646,50827.18,,
2022,Anne Arundel Co. Public Schools,S FREEDMAN & SONS INC,20785,309348.87,,
2022,Anne Arundel Co. Public Schools,SA HALAC IRON WORKS INC,20166,10124089.14,,
2022,Anne Arundel Co. Public Schools,SAAAAC,21401,339225.87,,
2022,Anne Arundel Co. Public Schools,SALEM SCHOOL,21532,45647.95,,
2022,Anne Arundel Co. Public Schools,SALISBURY INDUSTRIES,90746-4008,32750.0,,
2022,Anne Arundel Co. Public Schools,Samantha Lamon,21146,100000.0,,
2022,Anne Arundel Co. Public Schools,Scenario Learning LLC,45236,30592.5,,
2022,Anne Arundel Co. Public Schools,SCHMIDT BAKING CO INC,21236,110656.34,,
2022,Anne Arundel Co. Public Schools,SCHOLASTIC EDUCATION,07094,111832.6,,
2022,Anne Arundel Co. Public Schools,SCHOLASTIC INC,65102,185081.66,,
2022,Anne Arundel Co. Public Schools,SCHOLASTIC LIBRARY PUBLISHING,65102,29719.0,,
2022,Anne Arundel Co. Public Schools,SCHOOL SPECIALTY LLC,54912-1579,542614.53,,
2022,Anne Arundel Co. Public Schools,"SDI Innovations, Inc",47909-2874,51001.78,,
2022,Anne Arundel Co. Public Schools,"Seal Pros, Inc DBA Pavement Corporation",20601,38174.4,,
2022,Anne Arundel Co. Public Schools,Security Benefit Life Insurance Company,21045,41690.0,,
2022,Anne Arundel Co. Public Schools,"SEON SYSTEMS SALES, INC.",V3K 7B2,43713.0,,
2022,Anne Arundel Co. Public Schools,SEVERN GROVE ECOLOGICAL DESIGN LLC,21401,25540.0,,
2022,Anne Arundel Co. Public Schools,SF&C INSURANCE ASSOCIATES INC,21204,703468.12,,
2022,Anne Arundel Co. Public Schools,Sheehy Ford of Springfield Inc,22192,84636.0,,
2022,Anne Arundel Co. Public Schools,SHEPHERD ELECTRIC CO,20705-1405,47080.1,,
2022,Anne Arundel Co. Public Schools,Sheppard Pratt Health System DBA Mann Residential School,02241,42290.65,,
2022,Anne Arundel Co. Public Schools,Sheppard Pratt Health System Inc,21031,6348509.66,,
2022,Anne Arundel Co. Public Schools,SHERWIN WILLIAMS,21061,38211.87,,
2022,Anne Arundel Co. Public Schools,SHI International Corp,08873,497498.57,,
2022,Anne Arundel Co. Public Schools,SHOREHAVEN INC,21921,104743.22,,
2022,Anne Arundel Co. Public Schools,SIGN A RAMA,21060,31742.93,,
2022,Anne Arundel Co. Public Schools,Single Carrot Theatre,21218,26577.5,,
2022,Anne Arundel Co. Public Schools,Smith Bus Service Inc,60693-0322,9025095.27,,
2022,Anne Arundel Co. Public Schools,SMOLEN EMR ILKOVITCH ARCHITECTS,20850,988488.25,,
2022,Anne Arundel Co. Public Schools,SNAP ON INDUSTRIAL,60039-9004,73807.66,,
2022,Anne Arundel Co. Public Schools,SODY CONCRETE CONSTRUCTION INC,21236,4612113.33,,
2022,Anne Arundel Co. Public Schools,Soliant Health,30084,281810.91,,
2022,Anne Arundel Co. Public Schools,SPECIALIZED EDUC OF MD INC,08103,1669684.78,,
2022,Anne Arundel Co. Public Schools,Sphero Inc,75402,85464.39,,
2022,Anne Arundel Co. Public Schools,"ST ELIZABETH SCHOOL, INC",21218,1890890.12,,
2022,Anne Arundel Co. Public Schools,STELLA MAY CONTRACTING INC,21040,182605.81,,
2022,Anne Arundel Co. Public Schools,"Stewart-Amos Steel, Inc.",17111,3458922.08,,
2022,Anne Arundel Co. Public Schools,Strayer Contracting Inc.,21220,3011350.78,,
2022,Anne Arundel Co. Public Schools,Strivven Media LLC,28803,28136.5,,
2022,Anne Arundel Co. Public Schools,STROHECKER INC,20736,324265.19,,
2022,Anne Arundel Co. Public Schools,SUNBELT STAFFING LLC,34677,40247.5,,
2022,Anne Arundel Co. Public Schools,SUNTEX INTERNATIONAL INC,18045,202742.6,,
2022,Anne Arundel Co. Public Schools,SWEETWATER MUSIC TECHNOLOGY,46818,27823.87,,
2022,Anne Arundel Co. Public Schools,SYSTCOM INC,21226,45169.0,,
2022,Anne Arundel Co. Public Schools,T2 Energy Solutions LLC,21108,44554.0,,
2022,Anne Arundel Co. Public Schools,TALENT ASSESSMENT INC,32247,94591.2,,
2022,Anne Arundel Co. Public Schools,TALX CORPORATION,63146,31146.0,,
2022,Anne Arundel Co. Public Schools,TAYLOR MUSIC INC,57401,35266.0,,
2022,Anne Arundel Co. Public Schools,TCA ARCHITECTS,21032,246391.0,,
2022,Anne Arundel Co. Public Schools,TEACHER CURRICULUM INSTITUTE,95741,970178.8,,
2022,Anne Arundel Co. Public Schools,TEACHERS ASSOCIATION OF ANNE ARUNDEL CO,21401,5149686.49,,
2022,Anne Arundel Co. Public Schools,TECH CONTRACTING CO INC,21224,2412215.84,,
2022,Anne Arundel Co. Public Schools,TECH4LEARNING INC,92120,105000.0,,
2022,Anne Arundel Co. Public Schools,Technology Resource Associates Inc DBA TRA Inc,30374-6165,69085.87,,
2022,Anne Arundel Co. Public Schools,TEMP-AIR COMPANY INC,21117,250921.17,,
2022,Anne Arundel Co. Public Schools,TEXTHELP,01801,119520.0,,
2022,Anne Arundel Co. Public Schools,The Chefs' Warehouse Mid-Atlantic LLC DBA Capital Seaboard,20794,1332197.97,,
2022,Anne Arundel Co. Public Schools,The Complete Player Charity,21060,62141.0,,
2022,Anne Arundel Co. Public Schools,The Family Tree Inc,21218,32000.0,,
2022,Anne Arundel Co. Public Schools,The JF Johnson Lumber Co.,21108,32059.82,,
2022,Anne Arundel Co. Public Schools,THE MARYLAND SCHOOL FOR THE BLIND,21236,92467.5,,
2022,Anne Arundel Co. Public Schools,THE PATHWAYS SCHOOL,20902,445329.18,,
2022,Anne Arundel Co. Public Schools,The Prophet Corporation,55485,36964.06,,
2022,Anne Arundel Co. Public Schools,THE TREE PEOPLE,21122,53185.0,,
2022,Anne Arundel Co. Public Schools,Thrive Behavioral Health LLC,21237,1454725.71,,
2022,Anne Arundel Co. Public Schools,TIDAL TECHNOLOGIES CORPORATION,21061,230974.44,,
2022,Anne Arundel Co. Public Schools,"Timroon Group, LLC DBA Rafi Nova",02461,41525.0,,
2022,Anne Arundel Co. Public Schools,TITO CONTRACTORS INC,20012,85566.61,,
2022,Anne Arundel Co. Public Schools,TJ DISTRIBUTORS  INC,21050-2560,167560.0,,
2022,Anne Arundel Co. Public Schools,Tobii Dynavox LLC,15203,71080.6,,
2022,Anne Arundel Co. Public Schools,TOMORROW'S TREASURE,21114,35336.0,,
2022,Anne Arundel Co. Public Schools,Tong Ling (Phyllis) Hsiao Hillwig,21131,42706.62,,
2022,Anne Arundel Co. Public Schools,Total Green Janitorial Supplies,34985-9463,351377.5,,
2022,Anne Arundel Co. Public Schools,TOTAL KITCHEN CARE,21108,102887.26,,
2022,Anne Arundel Co. Public Schools,TOWSON MECHANICAL INC,21234,595024.0,,
2022,Anne Arundel Co. Public Schools,TOWSON UNIVERSITY,21252,178025.0,,
2022,Anne Arundel Co. Public Schools,Trane US Inc,21031,1812135.85,,
2022,Anne Arundel Co. Public Schools,TRAY BUSINESS SYSTEMS INC,21060-2830,62266.05,,
2022,Anne Arundel Co. Public Schools,Treasure Coast Maintenance Suppliers,34957,354883.11,,
2022,Anne Arundel Co. Public Schools,TURF EQUIPMENT & SUPPLY CO INC,20794,120224.96,,
2022,Anne Arundel Co. Public Schools,TYCO Fire & Security (US) Management Inc,15252,162468.18,,
2022,Anne Arundel Co. Public Schools,U S BANK,63179-0428,13662916.67,,
2022,Anne Arundel Co. Public Schools,U S TREASURY,21201,105135.33,,
2022,Anne Arundel Co. Public Schools,ULINE,60085,45043.78,,
2022,Anne Arundel Co. Public Schools,Unicorn and Woodsman LLC,21211,197631.4,,
2022,Anne Arundel Co. Public Schools,UNITED CONCORDIA COMPANIES,19175-4840,84026.23,,
2022,Anne Arundel Co. Public Schools,UNITED WAY OF CENTRAL MARYLAND,21203,28902.31,,
2022,Anne Arundel Co. Public Schools,UNIVERSITY OF MARYLAND,20742,28750.0,,
2022,Anne Arundel Co. Public Schools,UNIVERSITY OF OREGON,97403-1235,30448.83,,
2022,Anne Arundel Co. Public Schools,UNUM LIFE INS CO OF AMERICA,04122,135710.68,,
2022,Anne Arundel Co. Public Schools,URBAN N ZINK CONTRACTOR INC,21027,10514897.09,,
2022,Anne Arundel Co. Public Schools,VALIC,76155-3732,27500.0,,
2022,Anne Arundel Co. Public Schools,VALIC RETIREMENT SERVICES CO,77019,28947950.96,,
2022,Anne Arundel Co. Public Schools,VATICA CONTRACTING INC,20781,218827.0,,
2022,Anne Arundel Co. Public Schools,VERIZON,75266-0720,1970365.38,,
2022,Anne Arundel Co. Public Schools,VERIZON WIRELESS,20701-1261,460115.55,,
2022,Anne Arundel Co. Public Schools,VERMEER MID ATLANTIC LLC DBA VERMEER ALL ROADS,21222,106865.0,,
2022,Anne Arundel Co. Public Schools,VERNIER SOFTWARE AND TECHNOLOGY,97005,39534.03,,
2022,Anne Arundel Co. Public Schools,VEX ROBOTICS INC,75402,114499.13,,
2022,Anne Arundel Co. Public Schools,VIRGINIA DEPT OF TAXATION,23261-7264,29458.26,,
2022,Anne Arundel Co. Public Schools,VISTA TRAVEL,07067,34175.0,,
2022,Anne Arundel Co. Public Schools,VISUAL SOUND,21227-2539,354919.2,,
2022,Anne Arundel Co. Public Schools,Voyager Sopris Learning Inc,75287,81977.5,,
2022,Anne Arundel Co. Public Schools,VSC FIRE & SECURITY INC,20794,439361.78,,
2022,Anne Arundel Co. Public Schools,"W.B. MASON CO., INC.",21046,48406.18,,
2022,Anne Arundel Co. Public Schools,WALDON STUDIO ARCHITECTS & PLANNERS PC,21046,229063.34,,
2022,Anne Arundel Co. Public Schools,Watchfire Enterprises Inc DBA Watchfire Signs LLC,61832,27101.34,,
2022,Anne Arundel Co. Public Schools,WATER & SEWAGE SERVICE,21404,679519.08,,
2022,Anne Arundel Co. Public Schools,Watersignal LLC,30004,44417.5,,
